resourcename,resourcetype,resourcegroup,subscriptionname,recommendationdisplayname,state,severity,os,environment,businessowner,In-HyperCare-scope
st4w10041-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10042-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10042-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10047-dsc,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10062-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10062-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10063-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10063-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10064-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10064-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10065-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10047-rapid7-agent,virtualmachines,st-sapprj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10061-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
sqliaasextension,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10058-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10058-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10061-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
sqliaasextension,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10059-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10060-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10060-rapid7-agent,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3w10059-dsc,virtualmachines,st-sapprj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10095-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sappoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
sqliaasextension,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,sp2016spike,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
rapid7,virtualmachines,sp2016spike,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-agentcardpayment-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-agentcardpayment-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10155-domain-join,virtualmachines,st-azuredevops-agents,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10155-rapid7-insight-agent-windows,virtualmachines,st-azuredevops-agents,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-biophase4-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-biophase4-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-biophase4-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-biophase4-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10005-insight-agent-windows,virtualmachines,st-biophase4-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10155-pre-domain-join,virtualmachines,st-azuredevops-agents,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10095-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-nap-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-nap-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-nap-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-nap-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
enablevmaccess,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2l10084-rapid7-insight-agent-linux,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2l10084-symantec-agent,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dsc,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dsc,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-netbase-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
customscript,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-nap-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-nap-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-nap-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-nap-manager-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-gisstdb-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-gisstdb-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
sqliaasextension,virtualmachines,st-gisstdb-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
linvmpoc-insight-agent-linux,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-infoworks-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10124-insight-agent-windows,virtualmachines,st-infoworks-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-infoworks-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-infoworks-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-kofaxcapture-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-nap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-nap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-nap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-nap-manager-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-infoworks-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
enablevmaccess,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3l10083-rapid7-insight-agent-linux,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azureenhancedmonitorforlinux,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10096-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10096-symantec,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10096-vmaccessextension,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dscforlinux,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10129-rapid7-insight-agent-linux,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10129-symantec-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
sqliaasextension,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10094-dsc,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10094-rapid7-agent,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurecatextensionhandler,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-sap-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st3l10083-symantec-agent,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dsc,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dsc,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10011-rapid7-insight-agent-linux,virtualmachines,st-oracledatastore-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
bginfo,virtualmachines,st-privatelinkpoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
customscriptextension,virtualmachines,st-privatelinkpoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dsc,virtualmachines,st-privatelinkpoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-privatelinkpoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
jsonaddomainextension,virtualmachines,st-privatelinkpoc-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-quislite-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-quislite-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azureperformancediagnostics,virtualmachines,st-samplemanager-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4l10011-symantec-agent,virtualmachines,st-oracledatastore-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-netbase-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
rapid7,virtualmachines,st-cmpdevworkstation-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-cmpproj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-cmpproj-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azureperformancediagnostics,virtualmachines,st-cmpproj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-cmpproj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-cmpproj-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-ctximage-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-ctximage-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10154-rapid7-insight-agent-windows,virtualmachines,st-click-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
bginfo,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dsc,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
jsonaddomainextension,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
bginfo,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
customscriptextension,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
dsc,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
jsonaddomainextension,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
customscriptextension,virtualmachines,st-ctxmgmtpreprod-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-ctxprofile-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10154-pre-domain-join,virtualmachines,st-click-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-cdppoc2-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-eda-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10154-domain-join,virtualmachines,st-click-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-causeway-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-causeway-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
sqliaasextension,virtualmachines,st-causeway-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10086-insight-agent-windows,virtualmachines,st-causeway-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
customscriptextension,virtualmachines,st-cdppoc1-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-cdppoc1-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
jsonaddomainextension,virtualmachines,st-cdppoc1-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
customscriptextension,virtualmachines,st-cdppoc2-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-blueprism-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-ctxserver2019image-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
jsonaddomainextension,virtualmachines,st-cdppoc2-dev-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
azurebackupwindowsworkload,virtualmachines,st-datastore-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10053-predomainjoin,virtualmachines,st-datastore-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10056-domainjoin,virtualmachines,st-datastore-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10056-insight-agent-windows,virtualmachines,st-datastore-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10056-predomainjoin,virtualmachines,st-datastore-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-dcp-dynamics-nonprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-dcp-dynamics-nonprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10057-domain-join,virtualmachines,st-deviibws-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-devops-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10053-insight-agent-windows,virtualmachines,st-datastore-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-devops-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-devops-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-dwsp-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-dwsp-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-dwsp-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-dwsp-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
join-stwater-domain,virtualmachines,st-ctxserver2019image-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
insightagentwindows,virtualmachines,st-dwsp-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
microsoft.powershell.dsc,virtualmachines,st-dwsp-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
config-pre-join-domain,virtualmachines,st-devops-test-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st2w10053-domainjoin,virtualmachines,st-datastore-preprod-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
st4w10057-pre-domain-join,virtualmachines,st-deviibws-devtest-neu-rg,non-production,only approved vm extensions should be installed,unhealthy,low,,,,
