"resourcename","resourcetype","resourcegroup","subscriptionname","recommendationdisplayname","state","severity"
"st4w10107","virtualmachines","st-sap-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10109","virtualmachines","st-sap-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10110","virtualmachines","st-sap-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10111","virtualmachines","st-sap-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10112","virtualmachines","st-sap-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10130","virtualmachines","st-sap-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st2l10131","virtualmachines","st-sap-preprod-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st2w10132","virtualmachines","st-sap-preprod-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10010","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10011-rest","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10011","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10012","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10013","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10014","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10015","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10016","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10017","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10018","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10019","virtualmachines","st-sappoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10033","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10034","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10035","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10036","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10037","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10038","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10039","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10040","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10041","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10042","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10043","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10044","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10045","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10046","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10047","virtualmachines","st-sapprj-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10058","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10059","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10060","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10061","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10062","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10063","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10064","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10065","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10066","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10067","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10068","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10069","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10070","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10071","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10072","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10074","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st3w10075","virtualmachines","st-sapprj-test-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w40001restor","virtualmachines","st-sqlsvrpoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w40002restor","virtualmachines","st-sqlsvrpoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w40003","virtualmachines","st-symantecpoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4l10156","virtualmachines","st-target-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4l10157","virtualmachines","st-target-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10134","virtualmachines","st-tosca-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10151","virtualmachines","st-tosca-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4w10152","virtualmachines","st-tosca-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"vmcputest","virtualmachines","st-vmautopoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st4l10062","virtualmachines","st-vmautopoc-dev-neu-rg","non-production","enable the built-in vulnerability assessment solution on virtual machines","unhealthy","medium"
"st1w3434","virtualmachines","st-access_control-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w3436","virtualmachines","st-access_control-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w3564","virtualmachines","st-blueprism-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w0826","virtualmachines","st-condeco-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10146","virtualmachines","st-ctxcloudconnectors-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10147","virtualmachines","st-ctxcloudconnectors-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10081","virtualmachines","st-ctxmgmt-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10082","virtualmachines","st-ctxmgmt-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10138","virtualmachines","st-ctxmgmt-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10054","virtualmachines","st-datastore-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10057","virtualmachines","st-datastore-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10055","virtualmachines","st-datastore-prod-weu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10061","virtualmachines","st-datastore-prod-weu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w3054","virtualmachines","st-dwsp-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10145","virtualmachines","st-igel-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3330","virtualmachines","st-jmeter-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3331","virtualmachines","st-jmeter-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3332","virtualmachines","st-jmeter-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w2732","virtualmachines","st-printandfile-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w2733","virtualmachines","st-printandfile-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w2734","virtualmachines","st-printandfile-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10058","virtualmachines","st-safeq-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10059","virtualmachines","st-safeq-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10060","virtualmachines","st-safeq-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w3349","virtualmachines","st-storm-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w10160","virtualmachines","st-tableau-prod-neu-rg","production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3510","virtualmachines","sp2016spike","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3511","virtualmachines","sp2016spike","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3044","virtualmachines","st-agentcardpayment-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3044","virtualmachines","st-agentcardpayment-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3560","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3561","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3562","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3563","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3564","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3566","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3572","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3573","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3574","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3575","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3582","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3583","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3584","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3585","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3587","virtualmachines","st-blueprism-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st1w1637","virtualmachines","st-cmpdevworkstation-dev-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3158","virtualmachines","st-cmpproj-dev-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3438","virtualmachines","st-cmpproj-dev-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st3w3152","virtualmachines","st-cmpproj-test-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st3w3438","virtualmachines","st-cmpproj-test-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w10050","virtualmachines","st-ctximage-dev-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w19008","virtualmachines","st-ctxmachine-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w10146","virtualmachines","st-ctxmgmtpreprod-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w10147","virtualmachines","st-ctxmgmtpreprod-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w19011","virtualmachines","st-ctxserver2019-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w10053","virtualmachines","st-datastore-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st3w3054","virtualmachines","st-dwsp-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3054","virtualmachines","st-dwsp-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3054","virtualmachines","st-dwsp-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3356","virtualmachines","st-eda-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3357","virtualmachines","st-eda-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3359","virtualmachines","st-eda-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3360","virtualmachines","st-eda-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3361","virtualmachines","st-eda-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3362","virtualmachines","st-eda-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3538","virtualmachines","st-kofaxcapture-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w30002","virtualmachines","st-nap-dev-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3010","virtualmachines","st-quislite-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3107","virtualmachines","st-samplemanager-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3108","virtualmachines","st-samplemanager-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3043","virtualmachines","st-starlims-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3349","virtualmachines","st-storm-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3350","virtualmachines","st-storm-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3349","virtualmachines","st-storm-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3350","virtualmachines","st-storm-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st3w3350","virtualmachines","st-storm-uat-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3092","virtualmachines","st-stuca-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3308","virtualmachines","st-swim-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3334","virtualmachines","st-swim-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w3338","virtualmachines","st-swim-devtest-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st4w40003","virtualmachines","st-symantecpoc-dev-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"st2w3105","virtualmachines","st-totalview-preprod-neu-rg","non-production","endpoint protection health issues should be resolved on your machines","unhealthy","medium"
"asr-test-002","virtualmachines","asr-replication-asr","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10006","virtualmachines","st-biophase4-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10023","virtualmachines","st-chatbots-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10081","virtualmachines","st-ctxmgmt-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10082","virtualmachines","st-ctxmgmt-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10138","virtualmachines","st-ctxmgmt-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10030","virtualmachines","st-epp-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10024","virtualmachines","st-monitoring-ss-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10089","virtualmachines","st-pki-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10090","virtualmachines","st-pki-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10091","virtualmachines","st-pki-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10092","virtualmachines","st-pki-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10093","virtualmachines","st-pki-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10137","virtualmachines","st-pki-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10139","virtualmachines","st-pki-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10087","virtualmachines","st-pkiroot-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st1w10088","virtualmachines","st-pkiroot-prod-neu-rg","production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st2w10083","virtualmachines","sp2016spike","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"weuwin001","virtualmachines","st-alerting-preprod-manual","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st4w3307m-test","virtualmachines","st-azuremigrate-prod-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st4w10008","virtualmachines","st-biophase4-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"chatbot-temp-vm","virtualmachines","st-chatbots-dev-uks-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"testcmpqa","virtualmachines","st-cmp-projqa-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st4w10050","virtualmachines","st-ctximage-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st2w10115","virtualmachines","st-ctximage-preprod-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st4w20050","virtualmachines","st-ctxprofile-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st2w10143","virtualmachines","st-ctxserver2019image-preprod-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st2w10051","virtualmachines","st-dcp-dynamics-nonprod-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st3w10144","virtualmachines","st-devops-test-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st3w10150","virtualmachines","st-devops-test-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st4w10028","virtualmachines","st-gisstdb-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"mikesdc","virtualmachines","st-mikepoc-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st4w30001","virtualmachines","st-nap-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st4w30002","virtualmachines","st-nap-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st4w30003","virtualmachines","st-nap-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st3w10128","virtualmachines","st-nap-manager-test-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st3w10118","virtualmachines","st-nap-test-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st3w10126","virtualmachines","st-nap-test-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"st2w40001","virtualmachines","st-nsgtestingwin16-preprod-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"vmcputest","virtualmachines","st-vmautopoc-dev-neu-rg","non-production","network traffic data collection agent should be installed on windows virtual machines (preview)","unhealthy","medium"
"asr-test-002","virtualmachines","asr-replication-asr","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w3434","virtualmachines","st-access_control-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w3436","virtualmachines","st-access_control-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w3330-test","virtualmachines","st-azuremigrate-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w3332-test","virtualmachines","st-azuremigrate-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10006","virtualmachines","st-biophase4-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w3564","virtualmachines","st-blueprism-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10023","virtualmachines","st-chatbots-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10200","virtualmachines","st-cmpautotest-ss-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st4w3153","virtualmachines","st-cmpautotest-ss-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w1604","virtualmachines","st-cmpdevworkstation-ss-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w0826","virtualmachines","st-condeco-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10146","virtualmachines","st-ctxcloudconnectors-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10147","virtualmachines","st-ctxcloudconnectors-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10081","virtualmachines","st-ctxmgmt-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10082","virtualmachines","st-ctxmgmt-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10138","virtualmachines","st-ctxmgmt-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10054","virtualmachines","st-datastore-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10056","virtualmachines","st-datastore-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10057","virtualmachines","st-datastore-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10055","virtualmachines","st-datastore-prod-weu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10061","virtualmachines","st-datastore-prod-weu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w3054","virtualmachines","st-dwsp-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10030","virtualmachines","st-epp-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10145","virtualmachines","st-igel-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w1509","virtualmachines","st-insitecaci-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st2w3330","virtualmachines","st-jmeter-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st2w3332","virtualmachines","st-jmeter-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10121","virtualmachines","st-jumpbox-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10024","virtualmachines","st-monitoring-ss-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10076","virtualmachines","st-netbase-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
"st1w10077","virtualmachines","st-netbase-prod-neu-rg","production","windows defender exploit guard should be enabled on your machines","unhealthy","medium"
